FPR,TPR
0.0,0.0
0.0,0.0008203445447087777
0.0,0.006562756357670222
0.0,0.008203445447087777
0.0,0.21082854799015588
0.0008203445447087777,0.21082854799015588
0.0008203445447087777,0.37735849056603776
0.0016406890894175555,0.37735849056603776
0.0016406890894175555,0.4479081214109926
0.002461033634126333,0.4479081214109926
0.002461033634126333,0.4602132895816243
0.003281378178835111,0.4602132895816243
0.003281378178835111,0.48728465955701394
0.004101722723543888,0.48728465955701394
0.004101722723543888,0.4963084495488105
0.004922067268252666,0.4963084495488105
0.004922067268252666,0.5143560295324036
0.005742411812961444,0.5143560295324036
0.005742411812961444,0.534864643150123
0.006562756357670222,0.534864643150123
0.006562756357670222,0.5422477440525021
0.007383100902378999,0.5422477440525021
0.007383100902378999,0.5840853158326497
0.008203445447087777,0.5840853158326497
0.008203445447087777,0.6390484003281378
0.009023789991796555,0.6390484003281378
0.009023789991796555,0.6628383921246924
0.009844134536505332,0.6628383921246924
0.009844134536505332,0.6644790812141099
0.01066447908121411,0.6644790812141099
0.01066447908121411,0.6685808039376538
0.011484823625922888,0.6685808039376538
0.011484823625922888,0.6759639048400328
0.012305168170631665,0.6759639048400328
0.012305168170631665,0.6808859721082855
0.013125512715340444,0.6808859721082855
0.013125512715340444,0.694011484823626
0.01394585726004922,0.694011484823626
0.01394585726004922,0.7030352748154225
0.014766201804757998,0.7030352748154225
0.014766201804757998,0.7054963084495488
0.015586546349466776,0.7054963084495488
0.015586546349466776,0.7112387202625102
0.016406890894175553,0.7112387202625102
0.016406890894175553,0.7128794093519278
0.017227235438884332,0.7128794093519278
0.017227235438884332,0.7169811320754716
0.01804757998359311,0.7169811320754716
0.01804757998359311,0.7276456111566858
0.018867924528301886,0.7276456111566858
0.018867924528301886,0.7456931911402789
0.019688269073010665,0.7456931911402789
0.019688269073010665,0.7727645611156686
0.020508613617719443,0.7727645611156686
0.020508613617719443,0.7760459392945037
0.02132895816242822,0.7760459392945037
0.02132895816242822,0.7801476620180475
0.022149302707136997,0.7801476620180475
0.022149302707136997,0.7809680065627563
0.022969647251845776,0.7809680065627563
0.022969647251845776,0.782608695652174
0.02378999179655455,0.782608695652174
0.02378999179655455,0.7834290401968826
