epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,362.0,325.0,5883.0,5846.0,0.9402866363525391,0.9866458177566528,0.9371954202651978,0.15997174382209778,0.01,0.8755123615264893,0.9349851012229919,0.9473342895507812,0.9416881203651428,0.9412818551063538,37.0,36.0,1116.0,1115.0,0.96875,0.9896689057350159,0.9683091044425964,0.11553961783647537,0.9366450905799866,0.9679082036018372,0.9687228202819824,0.9678819179534912,0.96875
1,172.0,167.0,4840.0,4835.0,0.9662472605705261,0.993710994720459,0.966222882270813,0.09670231491327286,0.01,0.9326514005661011,0.9659633636474609,0.9666133522987366,0.9656481146812439,0.9667595624923706,29.0,26.0,1126.0,1123.0,0.9765625,0.9957508444786072,0.9761078357696533,0.07375330477952957,0.9522963762283325,0.974905252456665,0.9773716330528259,0.9748263955116272,0.9774305820465088
2,131.0,134.0,4873.0,4876.0,0.974835216999054,0.9974309206008911,0.9736252427101135,0.06603270024061203,0.01,0.9473821520805359,0.9740532636642456,0.9732534885406494,0.9738366007804871,0.9733280539512634,52.0,48.0,1104.0,1100.0,0.9565972089767456,0.9909098744392395,0.9564731121063232,0.12333983927965164,0.9132410883903503,0.9551504850387573,0.9581881761550903,0.9548611044883728,0.9583333134651184
3,114.0,117.0,4890.0,4893.0,0.9766327142715454,0.9971259832382202,0.9770042300224304,0.06347814947366714,0.01,0.9540806412696838,0.9773784875869751,0.9766467213630676,0.9772318601608276,0.9767118096351624,26.0,26.0,1126.0,1126.0,0.9774305820465088,0.9957900643348694,0.9774305820465088,0.08048084378242493,0.9548611044883728,0.9774305820465088,0.9774305820465088,0.9774305820465088,0.9774305820465088
4,96.0,90.0,4917.0,4911.0,0.982025146484375,0.9987810850143433,0.9814716577529907,0.04544346407055855,0.01,0.9630709886550903,0.9810145497322083,0.9820035696029663,0.9808268547058105,0.9820860028266907,29.0,31.0,1121.0,1123.0,0.9730902910232544,0.9949842095375061,0.9740108847618103,0.08741822838783264,0.9479642510414124,0.9747685194015503,0.9731369018554688,0.9748263955116272,0.9730902910232544
5,58.0,57.0,4950.0,4949.0,0.9890154004096985,0.9985206723213196,0.9885560870170593,0.03809742629528046,0.01,0.9771428108215332,0.9884851574897766,0.9886136651039124,0.9884161949157715,0.9886544346809387,31.0,30.0,1122.0,1121.0,0.9730902910232544,0.9945165514945984,0.9734485149383545,0.09514910727739334,0.9470574855804443,0.9732481837272644,0.9739357233047485,0.9730902910232544,0.9739583134651184
6,64.0,61.0,4946.0,4943.0,0.987217903137207,0.9990212321281433,0.9873194694519043,0.033355604857206345,0.01,0.974705696105957,0.9871006608009338,0.9878097772598267,0.987217903137207,0.987632691860199,51.0,56.0,1096.0,1101.0,0.9548611044883728,0.9928098320960999,0.9543083906173706,0.11567258834838867,0.9071396589279175,0.9541919231414795,0.9515989422798157,0.9557291865348816,0.9513888955116272
7,26.0,33.0,4974.0,4981.0,0.9944078326225281,0.9998614192008972,0.994141697883606,0.01856466755270958,0.0009999999,0.9883008003234863,0.994842529296875,0.9934184551239014,0.994807243347168,0.9934315085411072,29.0,28.0,1124.0,1123.0,0.9756944179534912,0.996077835559845,0.9752535223960876,0.07274511456489563,0.9505339860916138,0.9748526811599731,0.9756733179092407,0.9748263955116272,0.9756944179534912
8,8.0,12.0,4995.0,4999.0,0.9980027675628662,0.9999889731407166,0.9980188012123108,0.009168092161417007,0.0009999999,0.9960370063781738,0.998407244682312,0.9976052641868591,0.9984022378921509,0.9976114630699158,27.0,28.0,1124.0,1125.0,0.9765625,0.9954128861427307,0.9761618375778198,0.07508155703544617,0.9522683620452881,0.9765065312385559,0.9757155179977417,0.9765625,0.9756944179534912
