epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,366.0,394.0,5654.0,5682.0,0.9325980544090271,0.984142005443573,0.928145170211792,0.18139371275901794,0.01,0.8564217686653137,0.9308163523674011,0.9351547360420227,0.9394841194152832,0.9252451062202454,83.0,67.0,1213.0,1197.0,0.94140625,0.9842486381530762,0.9406722187995911,0.1729029268026352,0.8830305337905884,0.9367783665657043,0.9469936490058899,0.9351562261581421,0.9476562738418579
1,172.0,181.0,4711.0,4720.0,0.9636140465736389,0.9944801330566406,0.9639393091201782,0.09325900673866272,0.01,0.9279261827468872,0.9648518562316895,0.9630687832832336,0.9648405313491821,0.9629727005958557,39.0,36.0,1244.0,1241.0,0.9710937738418579,0.9953914880752563,0.9705108404159546,0.0839928463101387,0.9414310455322266,0.9699336886405945,0.971808910369873,0.969531238079071,0.971875011920929
2,137.0,143.0,4749.0,4755.0,0.971586287021637,0.9968017935752869,0.9714368581771851,0.07188111543655396,0.01,0.9429575800895691,0.9720987677574158,0.9708043932914734,0.9719951152801514,0.9707924723625183,31.0,32.0,1248.0,1249.0,0.9765625,0.9967163801193237,0.9755767583847046,0.07058311998844147,0.9508053064346313,0.9754268527030945,0.9750195145606995,0.975781261920929,0.9750000238418579
3,113.0,102.0,4790.0,4779.0,0.9779231548309326,0.9979847073554993,0.9780346155166626,0.056456342339515686,0.01,0.9562414884567261,0.9770793914794922,0.9791026711463928,0.9769010543823242,0.9791666865348816,38.0,36.0,1244.0,1242.0,0.9710937738418579,0.9938861727714539,0.9708954095840454,0.08710373938083649,0.94219970703125,0.9707149267196655,0.9718309640884399,0.9703124761581421,0.971875011920929
4,93.0,92.0,4800.0,4799.0,0.9799672961235046,0.9983775019645691,0.9810975790023804,0.04869268089532852,0.01,0.9622883796691895,0.981095552444458,0.9811899662017822,0.980989396572113,0.9812091588973999,25.0,25.0,1255.0,1255.0,0.98046875,0.9939240217208862,0.9804801940917969,0.0757308155298233,0.9609588384628296,0.9804657101631165,0.98046875,0.98046875,0.98046875
5,67.0,66.0,4826.0,4825.0,0.9865086078643799,0.9992278814315796,0.9864093065261841,0.03582160919904709,0.01,0.9728639721870422,0.9863286018371582,0.9865058064460754,0.9863041639328003,0.9865196347236633,59.0,63.0,1217.0,1221.0,0.9515625238418579,0.9910082221031189,0.9525720477104187,0.11803293228149414,0.9047218561172485,0.9534778594970703,0.9509345889091492,0.953906238079071,0.9507812261581421
6,70.0,67.0,4825.0,4822.0,0.9858953356742859,0.9979930520057678,0.9859974384307861,0.042867373675107956,0.01,0.9720454216003418,0.9857521057128906,0.986295759677887,0.9856909513473511,0.9863153696060181,35.0,35.0,1245.0,1245.0,0.97265625,0.9920273423194885,0.97265625,0.10397233068943024,0.9453125,0.97265625,0.97265625,0.97265625,0.97265625
7,60.0,55.0,4837.0,4832.0,0.9893704056739807,0.9992431402206421,0.988227903842926,0.031034577637910843,0.01,0.9765565991401672,0.9878440499305725,0.9887456297874451,0.9877350926399231,0.9887663125991821,31.0,33.0,1247.0,1249.0,0.975781261920929,0.99272221326828,0.9749622344970703,0.09422420710325241,0.9500442743301392,0.9758995771408081,0.9742589592933655,0.975781261920929,0.9742187261581421
8,21.0,24.0,4868.0,4871.0,0.9955028891563416,0.999946117401123,0.9953798651695251,0.011970148421823978,0.0009999999,0.9907721281051636,0.9956940412521362,0.9950970411300659,0.9957072734832764,0.9950689077377319,34.0,34.0,1246.0,1246.0,0.973437488079071,0.9935488700866699,0.973437488079071,0.0892850011587143,0.9468749761581421,0.973437488079071,0.973437488079071,0.973437488079071,0.973437488079071
9,12.0,12.0,4880.0,4880.0,0.997342586517334,0.9999797344207764,0.9975197911262512,0.008816144429147243,0.0009999999,0.9950459003448486,0.9975261092185974,0.9975470304489136,0.9975470304489136,0.9975199103355408,34.0,33.0,1247.0,1246.0,0.9742187261581421,0.9936484694480896,0.9737847447395325,0.08969395607709885,0.947665810585022,0.9735321998596191,0.974198579788208,0.973437488079071,0.9742187261581421
