FPR,TPR
0.0,0.0
0.0,0.0007518796992481203
0.0,0.0030075187969924814
0.0,0.004511278195488722
0.0,0.006015037593984963
0.0,0.009022556390977444
0.0,0.011278195488721804
0.0,0.014285714285714285
0.0,0.017293233082706767
0.0,0.02030075187969925
0.0,0.022556390977443608
0.0,0.02706766917293233
0.0,0.02857142857142857
0.0,0.03609022556390978
0.0,0.03759398496240601
0.0,0.042105263157894736
0.0,0.04360902255639098
0.0,0.045112781954887216
0.0,0.04661654135338346
0.0,0.06315789473684211
0.0,0.06466165413533835
0.0,0.06616541353383458
0.0,0.06766917293233082
0.0,0.08270676691729323
0.0,0.08421052631578947
0.0,0.0849624060150376
0.0,0.08721804511278196
0.0,0.09323308270676692
0.0,0.09473684210526316
0.0,0.10601503759398496
0.0,0.10751879699248121
0.0,0.11428571428571428
0.0,0.11578947368421053
0.0,0.11954887218045113
0.0,0.12105263157894737
0.0,0.12255639097744361
0.0,0.12406015037593984
0.0,0.1443609022556391
0.0,0.14586466165413534
0.0,0.1631578947368421
0.0,0.16466165413533834
0.0,0.1774436090225564
0.0,0.17894736842105263
0.0,0.19172932330827067
0.0,0.19323308270676692
0.0,0.19924812030075187
0.0,0.20075187969924813
0.0,0.20977443609022556
0.0,0.21127819548872181
0.0,0.23233082706766917
0.0,0.23458646616541354
0.0,0.23609022556390977
0.0,0.3165413533834586
0.0,0.31954887218045114
0.0,0.3308270676691729
0.0,0.3323308270676692
0.0,0.3443609022556391
0.0,0.3458646616541353
0.0,0.5947368421052631
0.0,0.5962406015037593
0.0,0.6766917293233082
0.0,0.6781954887218045
0.0,0.781203007518797
0.0,0.7827067669172932
0.0,0.8315789473684211
0.0007518796992481203,0.8315789473684211
0.0007518796992481203,0.8421052631578947
0.0015037593984962407,0.8421052631578947
0.0015037593984962407,0.8533834586466166
0.002255639097744361,0.8533834586466166
0.002255639097744361,0.8571428571428571
0.0030075187969924814,0.8571428571428571
0.0030075187969924814,0.8616541353383459
0.0037593984962406013,0.8616541353383459
0.0037593984962406013,0.8654135338345864
0.004511278195488722,0.8654135338345864
0.004511278195488722,0.8796992481203008
0.005263157894736842,0.8796992481203008
0.005263157894736842,0.8857142857142857
0.006015037593984963,0.8857142857142857
0.006015037593984963,0.912781954887218
0.006766917293233083,0.912781954887218
0.006766917293233083,0.9157894736842105
0.007518796992481203,0.9157894736842105
0.007518796992481203,0.9165413533834587
0.008270676691729323,0.9165413533834587
0.008270676691729323,0.9293233082706767
0.009022556390977444,0.9293233082706767
0.009022556390977444,0.9308270676691729
0.009774436090225564,0.9308270676691729
0.009774436090225564,0.9353383458646617
0.010526315789473684,0.9353383458646617
0.010526315789473684,0.9360902255639098
0.011278195488721804,0.9360902255639098
0.011278195488721804,0.9368421052631579
0.012030075187969926,0.9368421052631579
0.012030075187969926,0.9383458646616541
0.012781954887218045,0.9383458646616541
0.012781954887218045,0.9413533834586466
0.013533834586466165,0.9413533834586466
0.013533834586466165,0.9451127819548872
0.014285714285714285,0.9451127819548872
0.014285714285714285,0.9503759398496241
0.015037593984962405,0.9503759398496241
0.015037593984962405,0.955639097744361
0.015789473684210527,0.955639097744361
0.015789473684210527,0.956390977443609
0.016541353383458645,0.956390977443609
0.016541353383458645,0.9578947368421052
0.017293233082706767,0.9578947368421052
0.017293233082706767,0.9654135338345865
0.01804511278195489,0.9654135338345865
0.01804511278195489,0.9669172932330827
0.019548872180451128,0.9669172932330827
0.019548872180451128,0.9736842105263158
0.02030075187969925,0.9736842105263158
0.02030075187969925,0.9759398496240601
0.021052631578947368,0.9759398496240601
0.021052631578947368,0.9766917293233083
0.022556390977443608,0.9766917293233083
0.022556390977443608,0.9774436090225563
0.02556390977443609,0.9774436090225563
0.02556390977443609,0.9789473684210527
0.030827067669172932,0.9789473684210527
0.030827067669172932,0.9796992481203007
0.031578947368421054,0.9796992481203007
0.031578947368421054,0.981203007518797
0.03458646616541353,0.981203007518797
0.03458646616541353,0.9827067669172932
0.03684210526315789,0.9827067669172932
0.03684210526315789,0.9834586466165414
0.04360902255639098,0.9834586466165414
0.04360902255639098,0.9849624060150376
0.04962406015037594,0.9849624060150376
0.04962406015037594,0.9857142857142858
0.05037593984962406,0.9857142857142858
0.05037593984962406,0.9864661654135338
0.05338345864661654,0.9864661654135338
0.05338345864661654,0.987218045112782
0.061654135338345864,0.987218045112782
0.061654135338345864,0.9887218045112782
0.06315789473684211,0.9887218045112782
0.06315789473684211,0.9894736842105263
0.06541353383458647,0.9894736842105263
0.06541353383458647,0.9902255639097745
0.06917293233082707,0.9902255639097745
0.06917293233082707,0.9909774436090225
0.08045112781954887,0.9909774436090225
0.08045112781954887,0.9917293233082707
0.08646616541353383,0.9917293233082707
0.08646616541353383,0.9924812030075187
0.08947368421052632,0.9924812030075187
0.08947368421052632,0.9932330827067669
0.09323308270676692,0.9932330827067669
0.09323308270676692,0.9939849624060151
0.09548872180451128,0.9939849624060151
0.09548872180451128,0.9947368421052631
0.12105263157894737,0.9947368421052631
0.12105263157894737,0.9954887218045113
0.12330827067669173,0.9954887218045113
0.12330827067669173,0.9962406015037594
0.1330827067669173,0.9962406015037594
0.1330827067669173,0.9969924812030075
0.1518796992481203,0.9969924812030075
0.1518796992481203,0.9977443609022556
0.1548872180451128,0.9977443609022556
0.1548872180451128,0.9984962406015038
0.1586466165413534,0.9984962406015038
0.1586466165413534,0.9992481203007518
0.1849624060150376,0.9992481203007518
0.1849624060150376,1.0
1.0,1.0
