epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,1354.0,1349.0,4763.0,4758.0,0.8421370983123779,0.8284777402877808,0.8355302214622498,0.3773023784160614,0.01,0.6726706027984619,0.8370391130447388,0.7791059613227844,0.7784686088562012,0.8362902998924255,593.0,593.0,623.0,623.0,0.5123355388641357,0.5550716519355774,0.512335479259491,0.7553948163986206,0.024671053513884544,0.5123355388641357,0.5123355388641357,0.5123355388641357,0.5123355388641357
1,526.0,529.0,4429.0,4432.0,0.89552241563797,0.9614741802215576,0.8935693502426147,0.2512904107570648,0.01,0.7875681519508362,0.8942945003509521,0.8933682441711426,0.8939088582992554,0.8933064341545105,592.0,594.0,622.0,624.0,0.5123355388641357,0.548498809337616,0.5127024054527283,0.7414032220840454,0.02467346377670765,0.5124151110649109,0.5123152732849121,0.5131579041481018,0.5115131735801697
2,390.0,396.0,4562.0,4568.0,0.9205324649810791,0.9748579263687134,0.9208434224128723,0.20299804210662842,0.01,0.8416399359703064,0.9212783575057983,0.9202256202697754,0.9213392734527588,0.9201478958129883,251.0,886.0,330.0,965.0,0.5148026347160339,0.5717472434043884,0.6265325546264648,0.7056633830070496,0.07869548350572586,0.5748112797737122,0.5213398337364197,0.7935855388641357,0.27138158679008484
3,380.0,375.0,4583.0,4578.0,0.9231544733047485,0.9774405360221863,0.923770546913147,0.1915285438299179,0.01,0.8477985262870789,0.9235425591468811,0.9242883324623108,0.9233561754226685,0.924314558506012,475.0,721.0,495.0,741.0,0.5123355388641357,0.5802116990089417,0.5514179468154907,0.7856698632240295,0.015468067489564419,0.5063443779945374,0.5068399310112,0.609375,0.40707236528396606
4,328.0,319.0,4639.0,4630.0,0.9340459704399109,0.9831281304359436,0.9346672892570496,0.1653997302055359,0.01,0.869655966758728,0.9341519474983215,0.9355425238609314,0.933844268321991,0.9356586337089539,284.0,835.0,381.0,932.0,0.5625,0.6088840365409851,0.6215358972549438,0.8552504181861877,0.09274282306432724,0.5790889859199524,0.5274476408958435,0.7664473652839661,0.31332236528396606
5,267.0,266.0,4692.0,4691.0,0.9465510249137878,0.9870084524154663,0.9462049007415771,0.1442747563123703,0.01,0.8926169872283936,0.9463390707969666,0.9463385343551636,0.946147620677948,0.9463576078414917,268.0,845.0,371.0,948.0,0.5592105388641357,0.6100969314575195,0.6274794340133667,0.9967033267021179,0.09806843847036362,0.5834111571311951,0.5287228226661682,0.7796052694320679,0.30509868264198303
6,253.0,258.0,4700.0,4705.0,0.9485679864883423,0.9897212386131287,0.9485173225402832,0.12935981154441833,0.01,0.8970418572425842,0.9489815831184387,0.9480153322219849,0.9489713311195374,0.9479705095291138,478.0,690.0,526.0,738.0,0.5115131735801697,0.5875727534294128,0.5555747747421265,1.3102096319198608,0.03929145634174347,0.5214791297912598,0.5168067216873169,0.6069079041481018,0.4325657784938812
7,262.0,257.0,4701.0,4696.0,0.9473578333854675,0.9907392263412476,0.9476200938224792,0.12323302030563354,0.01,0.8954001069068909,0.9473195672035217,0.9481122493743896,0.9471561312675476,0.9481720924377441,520.0,640.0,576.0,696.0,0.5123355388641357,0.5861420631408691,0.5430833697319031,1.9409652948379517,0.046408697962760925,0.52588951587677,0.5209580659866333,0.5723684430122375,0.4736842215061188
8,186.0,195.0,4763.0,4772.0,0.9608713388442993,0.9937098026275635,0.9615952968597412,0.10183628648519516,0.0009999999,0.923176646232605,0.9624426960945129,0.960740864276886,0.9624848961830139,0.960658609867096,586.0,600.0,616.0,630.0,0.5123355388641357,0.5800138115882874,0.5147821307182312,2.594470977783203,0.024737412109971046,0.5131539702415466,0.5121951103210449,0.5180920958518982,0.5065789222717285
9,125.0,127.0,4831.0,4833.0,0.9743848443031311,0.9971479773521423,0.9746081233024597,0.06986913084983826,0.0009999999,0.9492455124855042,0.974825382232666,0.9743951559066772,0.974788248538971,0.9743951559066772,593.0,593.0,623.0,623.0,0.5123355388641357,0.5725446343421936,0.512335479259491,2.832892656326294,0.024671053513884544,0.5123355388641357,0.5123355388641357,0.5123355388641357,0.5123355388641357
