epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,1455.0,1473.0,4703.0,4721.0,0.8272293210029602,0.8072472214698792,0.818799614906311,0.41652634739875793,0.01,0.6386147141456604,0.8179839253425598,0.7621892094612122,0.7644106149673462,0.8206608295440674,576.0,576.0,608.0,608.0,0.5135135054588318,0.4943453371524811,0.513513445854187,1.1286344528198242,0.027027027681469917,0.5135135054588318,0.5135135054588318,0.5135135054588318,0.5135135054588318
1,559.0,589.0,4408.0,4438.0,0.8865318894386292,0.9509612321853638,0.8856155276298523,0.28307676315307617,0.01,0.7708815336227417,0.8872182369232178,0.8828327059745789,0.8881328701972961,0.8827627301216125,576.0,576.0,608.0,608.0,0.5135135054588318,0.5911866426467896,0.513513445854187,0.8338369131088257,0.027027027681469917,0.5135135054588318,0.5135135054588318,0.5135135054588318,0.5135135054588318
2,478.0,468.0,4529.0,4519.0,0.9063438177108765,0.9667857885360718,0.9057063460350037,0.2327953726053238,0.01,0.8119066953659058,0.9053208827972412,0.9061560034751892,0.9043425917625427,0.9068471193313599,576.0,576.0,608.0,608.0,0.5135135054588318,0.5271393656730652,0.513513445854187,0.7758292555809021,0.027027027681469917,0.5135135054588318,0.5135135054588318,0.5135135054588318,0.5135135054588318
3,445.0,450.0,4547.0,4552.0,0.9111467003822327,0.9700528979301453,0.9109362959861755,0.2201623022556305,0.01,0.8219492435455322,0.9114922881126404,0.9100359678268433,0.9109465479850769,0.9104299545288086,0.0,1184.0,0.0,1184.0,0.5160472989082336,0.6034057140350342,0.6666665077209473,1.0082398653030396,0.0,0.0,0.5,1.0,0.0
4,394.0,406.0,4591.0,4603.0,0.9211527109146118,0.9739740490913391,0.919352650642395,0.2056443840265274,0.01,0.8387398719787598,0.9205223321914673,0.9189459085464478,0.9211527109146118,0.9181130528450012,2.0,1159.0,25.0,1182.0,0.5109797120094299,0.587736189365387,0.670669674873352,1.3080816268920898,0.06431552767753601,0.44594594836235046,0.5049124360084534,0.9983108043670654,0.021114865317940712
5,370.0,378.0,4619.0,4627.0,0.9249549508094788,0.9777436852455139,0.9245108962059021,0.18992315232753754,0.01,0.8490720987319946,0.9253185987472534,0.9244755506515503,0.925955593585968,0.9236863255500793,9.0,1133.0,51.0,1175.0,0.5709459185600281,0.5939504504203796,0.6730443835258484,0.9521215558052063,0.09486717730760574,0.6635134816169739,0.5090987682342529,0.9923986196517944,0.04307432472705841
6,354.0,358.0,4639.0,4643.0,0.9289574027061462,0.9788433313369751,0.9291782379150391,0.18468017876148224,0.01,0.8583332300186157,0.9295101165771484,0.9284143447875977,0.9291574954986572,0.9287420511245728,29.0,1096.0,88.0,1155.0,0.5777027010917664,0.6017850041389465,0.6725996732711792,0.912246823310852,0.10668222606182098,0.7243242859840393,0.5131052732467651,0.9755067825317383,0.07432432472705841
7,348.0,353.0,4644.0,4649.0,0.9307584762573242,0.9810646176338196,0.9292086362838745,0.17560501396656036,0.01,0.8583807349205017,0.9296161532402039,0.929428219795227,0.9303582310676575,0.9286624193191528,152.0,1041.0,143.0,1032.0,0.5464527010917664,0.5297827124595642,0.6326783895492554,1.0854412317276,-0.001223032595589757,0.5190207362174988,0.49782922863960266,0.8716216087341309,0.12077702581882477
8,308.0,310.0,4687.0,4689.0,0.9385631084442139,0.9820291996002197,0.9385020136833191,0.16914479434490204,0.01,0.8770490288734436,0.9387344121932983,0.9379876255989075,0.9383630156517029,0.9382961988449097,13.0,1116.0,68.0,1171.0,0.5143581032752991,0.5200608968734741,0.6749054193496704,1.500898003578186,0.10918032377958298,0.6814671754837036,0.512024462223053,0.9890202879905701,0.05743243172764778
9,321.0,333.0,4664.0,4676.0,0.9341604709625244,0.9833300113677979,0.9350097179412842,0.16442027688026428,0.01,0.8698773384094238,0.9359611868858337,0.9335196614265442,0.9357614517211914,0.9337181448936462,308.0,748.0,436.0,876.0,0.5135135054588318,0.5461530685424805,0.6216623783111572,1.3203070163726807,0.11929686367511749,0.5932007431983948,0.5394088625907898,0.7398648858070374,0.3682432472705841
10,258.0,259.0,4738.0,4739.0,0.9479687809944153,0.9886137843132019,0.9485242366790771,0.13519412279129028,0.0009999999,0.8971623778343201,0.9487548470497131,0.9481792449951172,0.948369026184082,0.9484474658966064,558.0,583.0,601.0,626.0,0.5135135054588318,0.5502158999443054,0.5229510068893433,1.3578022718429565,0.03634451702237129,0.5187827348709106,0.5177832841873169,0.5287162065505981,0.5076013803482056
11,225.0,221.0,4776.0,4772.0,0.9559735655784607,0.9914725422859192,0.9545187950134277,0.11783593893051147,0.0009999999,0.9090985059738159,0.9541992545127869,0.9557380080223083,0.9549729824066162,0.9549363255500793,575.0,574.0,610.0,609.0,0.5135135054588318,0.5421102046966553,0.514362096786499,1.3271255493164062,0.02956453152000904,0.5150359272956848,0.5147929191589355,0.5143581032752991,0.5152027010917664
