epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,1515.0,1591.0,4617.0,4693.0,0.8093152642250061,0.7973263263702393,0.8039628267288208,0.4501599967479706,0.01,0.6100138425827026,0.804699182510376,0.7468172907829285,0.7559600472450256,0.8059315085411072,577.0,577.0,607.0,607.0,0.5126689076423645,0.6025269031524658,0.5126688480377197,0.7497340440750122,0.025337837636470795,0.5126689076423645,0.5126689076423645,0.5126689076423645,0.5126689076423645
1,622.0,625.0,4370.0,4373.0,0.8760761022567749,0.9435474276542664,0.8759861588478088,0.30385902523994446,0.01,0.7521331310272217,0.8762871623039246,0.8749499917030334,0.8754754662513733,0.8755971193313599,577.0,577.0,607.0,607.0,0.5126689076423645,0.5488252639770508,0.5126688480377197,0.8209723830223083,0.025337837636470795,0.5126689076423645,0.5126689076423645,0.5126689076423645,0.5126689076423645
2,546.0,553.0,4442.0,4449.0,0.8906906843185425,0.9519810676574707,0.8907142281532288,0.27902480959892273,0.01,0.7814923524856567,0.8913527727127075,0.8894442319869995,0.8906906843185425,0.8899283409118652,578.0,576.0,608.0,606.0,0.5126689076423645,0.5799329280853271,0.5122666954994202,0.7424951791763306,0.025339489802718163,0.5126177072525024,0.5126903653144836,0.5118243098258972,0.5135135054588318
3,546.0,540.0,4455.0,4449.0,0.8914914727210999,0.959733784198761,0.8899358510971069,0.2568751275539398,0.01,0.7800970673561096,0.8896029591560364,0.8917618989944458,0.8906906843185425,0.8905918598175049,1127.0,36.0,1148.0,57.0,0.5033783912658691,0.5284144282341003,0.08560127019882202,0.7664003372192383,0.034281812608242035,0.504806637763977,0.6129032373428345,0.04814189299941063,0.9695945978164673
4,393.0,405.0,4590.0,4602.0,0.9195195436477661,0.974144458770752,0.9168270826339722,0.2077622264623642,0.0009999999,0.8336005806922913,0.917858898639679,0.9191132187843323,0.9213213324546814,0.9155387282371521,1094.0,65.0,1119.0,90.0,0.556587815284729,0.5792367458343506,0.12866255640983582,0.7083244323730469,0.04659220203757286,0.5057398080825806,0.5806451439857483,0.07601351290941238,0.9451013803482056
5,372.0,381.0,4614.0,4623.0,0.925325334072113,0.977962076663971,0.9251394867897034,0.19044913351535797,0.0009999999,0.8502113819122314,0.9258780479431152,0.9238609075546265,0.9255255460739136,0.9241639971733093,584.0,575.0,609.0,600.0,0.5109797120094299,0.5268793702125549,0.5082938075065613,0.7669029235839844,0.021066822111606598,0.5110304951667786,0.5106382966041565,0.5067567825317383,0.5143581032752991
6,353.0,363.0,4632.0,4642.0,0.9289289116859436,0.9791135191917419,0.9268941879272461,0.18451277911663055,0.0009999999,0.8537358641624451,0.9277521371841431,0.9274725317955017,0.9293293356895447,0.9258226752281189,574.0,577.0,607.0,610.0,0.5126689076423645,0.5965209007263184,0.5145269632339478,0.698753833770752,0.027873683720827103,0.5140039324760437,0.5139005780220032,0.5152027010917664,0.5126689076423645
7,325.0,332.0,4663.0,4670.0,0.9345345497131348,0.9811067581176758,0.9346616864204407,0.17489545047283173,0.0009999999,0.8693044185638428,0.9352851510047913,0.9336265325546265,0.9349349141120911,0.933917224407196,489.0,625.0,559.0,695.0,0.5160472989082336,0.5224506258964539,0.5543901324272156,0.7011028528213501,0.059820182621479034,0.534580647945404,0.5265151262283325,0.5869932174682617,0.47212839126586914
8,312.0,316.0,4679.0,4683.0,0.9375375509262085,0.98441082239151,0.9375359416007996,0.16060689091682434,9.999999e-05,0.8750692009925842,0.9378871917724609,0.9367873668670654,0.9375375509262085,0.9371019005775452,466.0,768.0,416.0,718.0,0.4991554021835327,0.4720616638660431,0.5364028811454773,0.7268496751785278,-0.042083095759153366,0.47595715522766113,0.4831763207912445,0.6064189076423645,0.3513513505458832
9,302.0,310.0,4685.0,4693.0,0.9395395517349243,0.9826223850250244,0.9391780495643616,0.1668626219034195,9.999999e-05,0.878272294998169,0.9397962093353271,0.9380371570587158,0.9395395517349243,0.9382961988449097,535.0,606.0,578.0,649.0,0.5101351141929626,0.4856721758842468,0.5300775170326233,0.7221283912658691,0.03941389173269272,0.5280328392982483,0.5171314477920532,0.5481418967247009,0.4881756901741028
