folder,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
1,Xception,128,0.3,0.3,32,2,0.9801779985427856,0.978787899017334,0.979975700378418,0.9786290526390076,0.9792699813842773,0.9798389077186584,0.9585429430007935,0.998308002948761,4845.0,4839.0,105.0,99.0,134.92145824432373,0.9720394611358643,0.9728171229362488,0.9712170958518982,0.9728618264198303,0.9720133543014526,0.9712918996810913,0.9441030621528625,0.9895933270454407,1181.0,1183.0,33.0,35.0,2.0653798580169678
2,Xception,128,0.3,0.3,32,5,0.9943605065345764,0.9937625527381897,0.9947633147239685,0.9937900900840759,0.99429851770401,0.9947973489761353,0.9886025786399841,0.9997921586036682,4939.0,4934.0,31.0,26.0,187.3787055015564,0.9654605388641357,0.9646962285041809,0.9662829041481018,0.9646381735801697,0.9656502604484558,0.9659114480018616,0.930934727191925,0.9830052852630615,1175.0,1173.0,43.0,41.0,1.8427293300628662
3,Xception,128,0.3,0.3,32,4,0.9987910389900208,0.9985898733139038,0.9987910389900208,0.9985977411270142,0.9986994862556458,0.9988041520118713,0.997404932975769,0.9999756813049316,4957.0,4956.0,7.0,6.0,166.5279757976532,0.9555920958518982,0.9555555582046509,0.9547697305679321,0.9555920958518982,0.9551350474357605,0.9548943042755127,0.9103967547416687,0.9801535606384277,1161.0,1162.0,54.0,55.0,1.9391584396362305
4,Xception,128,0.3,0.3,32,6,0.9975308775901794,0.9973256587982178,0.9975308775901794,0.997298002243042,0.9974023103713989,0.9975035786628723,0.9948045611381531,0.9999436140060425,4848.0,4847.0,13.0,12.0,197.61318516731262,0.9778963327407837,0.9778794646263123,0.9771341681480408,0.9778963327407837,0.9775092005729675,0.9771572351455688,0.9550420045852661,0.989952027797699,1282.0,1283.0,29.0,30.0,2.0770673751831055
5,Xception,128,0.3,0.3,32,2,0.9893510341644287,0.9887505173683167,0.988949179649353,0.9886053204536438,0.9887034296989441,0.9888473153114319,0.977449357509613,0.9989542365074158,4922.0,4921.0,56.0,55.0,144.16943836212158,0.9594594836235046,0.9586498141288757,0.9594594836235046,0.9586148858070374,0.9590436816215515,0.9594594836235046,0.9180871248245239,0.9843035936355591,1136.0,1135.0,49.0,48.0,2.296233654022217
6,Xception,128,0.3,0.3,32,4,0.9965566396713257,0.9969592690467834,0.9961515069007874,0.9969757795333862,0.9965660572052002,0.9961998462677002,0.9931634664535522,0.9999333620071411,4918.0,4922.0,15.0,19.0,276.26872634887695,0.9815705418586731,0.9823576807975769,0.9815705418586731,0.9823718070983887,0.9819520711898804,0.9816190004348755,0.9639536738395691,0.9924716353416443,1225.0,1226.0,22.0,23.0,4.619894981384277
7,Xception,128,0.3,0.3,32,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4937.0,4937.0,0.0,0.0,817.5797872543335,0.9567307829856873,0.956696093082428,0.9559294581413269,0.9567307829856873,0.956311047077179,0.9559779763221741,0.9126716256141663,0.9700202941894531,1193.0,1194.0,54.0,55.0,4.258046627044678
8,Xception,128,0.3,0.3,32,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4910.0,4910.0,0.0,0.0,630.3990888595581,0.979687511920929,0.979687511920929,0.979687511920929,0.979687511920929,0.979687511920929,0.979687511920929,0.9593750238418579,0.9905511736869812,1254.0,1254.0,26.0,26.0,3.9270052909851074
9,Xception,128,0.3,0.3,32,5,0.9991996884346008,0.9987999796867371,0.9991996884346008,0.9988057613372803,0.9990140199661255,0.9991909861564636,0.9980151653289795,0.999993085861206,4994.0,4992.0,6.0,4.0,435.7986204624176,0.9797297120094299,0.9797297120094299,0.9797297120094299,0.9797297120094299,0.9797297120094299,0.9797297120094299,0.9594594836235046,0.9934164881706238,1160.0,1160.0,24.0,24.0,3.8683788776397705
10,Xception,128,0.3,0.3,32,6,0.9977977871894836,0.997796893119812,0.9973974227905273,0.9978104829788208,0.9976111054420471,0.9974357485771179,0.9952464699745178,0.999981164932251,4982.0,4984.0,11.0,13.0,471.4763870239258,0.9721283912658691,0.9721518754959106,0.9729729890823364,0.9721283912658691,0.9725701808929443,0.9729457497596741,0.9451133012771606,0.9893099069595337,1152.0,1151.0,33.0,32.0,3.7535393238067627
