FPR,TPR
0.0,0.0
0.0,0.03550295857988166
0.0,0.060016906170752324
0.0,0.08199492814877431
0.0,0.08960270498732037
0.0,0.09551986475063398
0.0,0.10312764158918004
0.0,0.10481825866441251
0.0,0.10989010989010989
0.0,0.11411665257819104
0.0,0.11496196111580727
0.0,0.11834319526627218
0.0,0.12595097210481826
0.0,0.1293322062552832
0.0,0.13186813186813187
0.0,0.13778529163144548
0.0,0.14201183431952663
0.0,0.14285714285714285
0.0,0.14539306846999156
0.0,0.147083685545224
0.0,0.14792899408284024
0.0,0.1521555367709214
0.0,0.15384615384615385
0.0,0.15638207945900254
0.0,0.1614539306846999
0.0,0.16314454775993237
0.0,0.16737109044801352
0.0,0.16990701606086223
0.0,0.1749788672865596
0.0,0.17751479289940827
0.0,0.17836010143702452
0.0,0.18174133558748942
0.0,0.18427726120033813
0.0,0.18512256973795435
0.0,0.19188503803888418
0.0,0.19273034657650043
0.0,0.1952662721893491
0.0,0.19695688926458157
0.0,0.20202874049027894
0.0,0.2037193575655114
0.0,0.2062552831783601
0.0,0.21048182586644126
0.0,0.21301775147928995
0.0,0.2147083685545224
0.0,0.2180896027049873
0.0,0.21978021978021978
0.0,0.22231614539306846
0.0,0.22400676246830092
0.0,0.2256973795435334
0.0,0.22823330515638207
0.0,0.22992392223161454
0.0,0.23076923076923078
0.0,0.23330515638207946
0.0,0.23668639053254437
0.0,0.23837700760777683
0.0,0.2400676246830093
0.0,0.24175824175824176
0.0,0.2451394759087067
0.0,0.24683009298393913
0.0008453085376162299,0.24767540152155537
0.0008453085376162299,0.2502113271344041
0.0008453085376162299,0.25528317836010145
0.0008453085376162299,0.2569737954353339
0.0008453085376162299,0.2603550295857988
0.0008453085376162299,0.2688081149619611
0.0008453085376162299,0.27218934911242604
0.0008453085376162299,0.2764158918005072
0.0008453085376162299,0.2797971259509721
0.0008453085376162299,0.2874049027895182
0.0008453085376162299,0.28994082840236685
0.0008453085376162299,0.29163144547759934
0.0008453085376162299,0.294167371090448
0.0008453085376162299,0.2958579881656805
0.0008453085376162299,0.2992392223161454
0.0008453085376162299,0.3026204564666103
0.0008453085376162299,0.3043110735418428
0.0008453085376162299,0.30684699915469144
0.0008453085376162299,0.30853761622992393
0.0008453085376162299,0.30938292476754015
0.0008453085376162299,0.31107354184277264
0.0008453085376162299,0.31783601014370244
0.0008453085376162299,0.31952662721893493
0.0008453085376162299,0.3229078613693998
0.0008453085376162299,0.32967032967032966
0.0008453085376162299,0.3305156382079459
0.0008453085376162299,0.3322062552831784
0.0008453085376162299,0.3364327979712595
0.0008453085376162299,0.33812341504649196
0.0008453085376162299,0.33981403212172445
0.0008453085376162299,0.3415046491969569
0.0008453085376162299,0.3423499577345731
0.0008453085376162299,0.3440405748098056
0.0008453085376162299,0.34826711749788675
0.0008453085376162299,0.3499577345731192
0.0008453085376162299,0.35502958579881655
0.0008453085376162299,0.35672020287404904
0.0008453085376162299,0.3592561284868977
0.0008453085376162299,0.3609467455621302
0.0008453085376162299,0.3795435333896872
0.0008453085376162299,0.3812341504649197
0.0008453085376162299,0.38377007607776836
0.0008453085376162299,0.3905325443786982
0.0008453085376162299,0.39222316145393066
0.0008453085376162299,0.40828402366863903
0.0008453085376162299,0.4099746407438715
0.0008453085376162299,0.4125105663567202
0.0008453085376162299,0.41420118343195267
0.0008453085376162299,0.4175824175824176
0.0008453085376162299,0.41927303465765003
0.0008453085376162299,0.4234995773457312
0.0008453085376162299,0.4251901944209637
0.0008453085376162299,0.4344885883347422
0.0008453085376162299,0.4361792054099746
0.0008453085376162299,0.43871513102282333
0.0008453085376162299,0.44040574809805577
0.0008453085376162299,0.4454775993237532
0.0008453085376162299,0.44716821639898563
0.0008453085376162299,0.44885883347421807
0.0008453085376162299,0.45054945054945056
0.0008453085376162299,0.4556213017751479
0.0008453085376162299,0.45731191885038036
0.0008453085376162299,0.4657650042265427
0.0008453085376162299,0.46745562130177515
0.0008453085376162299,0.5131022823330516
0.0008453085376162299,0.514792899408284
0.0008453085376162299,0.5215553677092138
0.0008453085376162299,0.5249366018596788
0.0008453085376162299,0.6018596787827557
0.0008453085376162299,0.6035502958579881
0.0008453085376162299,0.672865595942519
0.0016906170752324597,0.672865595942519
0.0016906170752324597,0.7100591715976331
0.0016906170752324597,0.7117497886728656
0.0016906170752324597,0.7142857142857143
