epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,1119.0,1106.0,5070.0,5057.0,0.9026442170143127,0.810149610042572,0.8988584876060486,0.27224084734916687,0.01,0.798649251461029,0.898691713809967,0.8205419182777405,0.818814754486084,0.9004406929016113,629.0,629.0,587.0,587.0,0.48273026943206787,0.48273026943206787,0.4827302098274231,17.439437866210938,-0.03453947231173515,0.48273026943206787,0.48273026943206787,0.48273026943206787,0.48273026943206787
1,362.0,359.0,4633.0,4630.0,0.9278846383094788,0.9741654992103577,0.9277696013450623,0.20133422315120697,0.01,0.8555879592895508,0.9275309443473816,0.9280416965484619,0.9274839758872986,0.9280849099159241,325.0,372.0,844.0,891.0,0.7097039222717285,0.833758533000946,0.7184585928916931,0.7867633700370789,0.4274837076663971,0.7230278849601746,0.705463171005249,0.7327302694320679,0.6940789222717285
2,268.0,270.0,4722.0,4724.0,0.9463140964508057,0.9819713234901428,0.9461148381233215,0.1623193919658661,0.01,0.892275869846344,0.9463563561439514,0.9459351301193237,0.9463140964508057,0.9459134340286255,219.0,206.0,1010.0,997.0,0.8256579041481018,0.9190257787704468,0.8243213891983032,0.4242470860481262,0.6506361961364746,0.8218494057655334,0.8287614583969116,0.8199012875556946,0.8305920958518982
3,280.0,282.0,4710.0,4712.0,0.9437099099159241,0.9810060262680054,0.9437183737754822,0.16521255671977997,0.01,0.8874474763870239,0.9439192414283752,0.9435322284698486,0.9439102411270142,0.9435096383094788,564.0,565.0,651.0,652.0,0.5361841917037964,0.7175217866897583,0.535969078540802,1.8175922632217407,0.07154645770788193,0.5357862710952759,0.5357436537742615,0.5361841917037964,0.5353618264198303
4,262.0,261.0,4731.0,4730.0,0.9477163553237915,0.984452486038208,0.9476231336593628,0.15023118257522583,0.01,0.8952635526657104,0.9475314617156982,0.947705864906311,0.9475160241127014,0.9477163553237915,560.0,511.0,705.0,656.0,0.5575658082962036,0.7217196226119995,0.5501646399497986,1.2762123346328735,0.11940369009971619,0.5578247308731079,0.5621250867843628,0.5394737124443054,0.5797697305679321
5,246.0,242.0,4750.0,4746.0,0.9511218070983887,0.9857994318008423,0.9510827660560608,0.14376376569271088,0.01,0.9022755026817322,0.9508273601531982,0.9514835476875305,0.9507211446762085,0.9515224099159241,154.0,149.0,1067.0,1062.0,0.8774670958518982,0.9444482326507568,0.8752087950706482,0.3079530894756317,0.7508741617202759,0.8738037943840027,0.8769611716270447,0.8733552694320679,0.8774670958518982
6,217.0,217.0,4775.0,4775.0,0.9565304517745972,0.9882681965827942,0.9565201997756958,0.1251537948846817,0.01,0.9130825996398926,0.9565709233283997,0.9565304517745972,0.9565304517745972,0.9565304517745972,138.0,138.0,1078.0,1078.0,0.8865131735801697,0.9532308578491211,0.8865130543708801,0.2848927080631256,0.7730262875556946,0.8865131735801697,0.8865131735801697,0.8865131735801697,0.8865131735801697
7,213.0,218.0,4774.0,4779.0,0.9567307829856873,0.990087628364563,0.9568510055541992,0.12174265086650848,0.01,0.9136762619018555,0.957305908203125,0.9563738107681274,0.9573317170143127,0.9563301205635071,44.0,49.0,1167.0,1172.0,0.9621710777282715,0.9882889986038208,0.9618926644325256,0.12506480515003204,0.9235755801200867,0.9636034965515137,0.9598689675331116,0.9638158082962036,0.9597039222717285
8,215.0,212.0,4780.0,4777.0,0.9575320482254028,0.98855060338974,0.9572199583053589,0.12689301371574402,0.01,0.9144824147224426,0.9569720029830933,0.957506537437439,0.9569311141967773,0.9575320482254028,134.0,130.0,1086.0,1082.0,0.8914473652839661,0.9513024687767029,0.8911210298538208,0.2977329194545746,0.782926082611084,0.8904755115509033,0.8927392959594727,0.8898026347160339,0.8930920958518982
9,157.0,155.0,4837.0,4835.0,0.9689503312110901,0.9925695657730103,0.9687466025352478,0.10016466677188873,0.01,0.9375117421150208,0.9685674905776978,0.968937873840332,0.9685496687889099,0.9689503312110901,166.0,162.0,1054.0,1050.0,0.8643091917037964,0.9228687882423401,0.864883542060852,0.391277551651001,0.7302992939949036,0.8640101552009583,0.8663366436958313,0.8634868264198303,0.8667762875556946
10,205.0,206.0,4786.0,4787.0,0.9591346383094788,0.9920244812965393,0.9588351845741272,0.10591791570186615,0.01,0.917681872844696,0.9589448571205139,0.9587422609329224,0.9589343070983887,0.9587339758872986,114.0,105.0,1111.0,1102.0,0.9095394611358643,0.9650729894638062,0.9095508456230164,0.27151671051979065,0.8200118541717529,0.9071397185325623,0.9130074381828308,0.90625,0.9136512875556946
11,172.0,176.0,4816.0,4820.0,0.9653445482254028,0.9944156408309937,0.9651622176170349,0.09304299205541611,0.0009999999,0.9303103685379028,0.9655295014381409,0.9647718071937561,0.9655448794364929,0.9647436141967773,54.0,57.0,1159.0,1162.0,0.9539473652839661,0.9889237284660339,0.954514741897583,0.12993673980236053,0.9087634086608887,0.9553197622299194,0.9532403349876404,0.9555920958518982,0.953125
12,121.0,119.0,4873.0,4871.0,0.9757612347602844,0.9970560669898987,0.9759612679481506,0.06734124571084976,0.0009999999,0.9519346356391907,0.9757725596427917,0.9761523008346558,0.9757612347602844,0.9761618375778198,60.0,62.0,1154.0,1156.0,0.9506579041481018,0.9879529476165771,0.950177013874054,0.13727620244026184,0.8996750712394714,0.949968159198761,0.9490968585014343,0.9506579041481018,0.9490131735801697
